Analyte#	Protein ID	Entry Name	Protein Description	Gene	Contaminants	Protein Group	Sub Group	Number of  Used Peptide Ions	Value.NM	Value.MIC	Numb.NM	Numb.MIC	Median.NM	Median.MIC	Avg.NM	Avg.MIC	STD.NM	STD.MIC	CV.NM	CV.MIC	pval.Multiple.ANOVA	pval.NM.vs.MIC.ttest
6645	XP_781111.1	---	XP_781111.1 ribosome biogenesis regulatory protein homolog [Strongylocentrotus purpuratus]	---	N	4171	a	7	1; 0.912; 0.975	1.331; 1; 0.953	3	3	0.975	1.000	0.962	1.095	0.045	0.206	4.68	18.81	0.338324198262024	0.338324198262024
6646	XP_781122.3	---	XP_781122.3 activator of 90 kDa heat shock protein ATPase homolog 1 [Strongylocentrotus purpuratus]	---	N	4172	a	23	0.934; 0.916; 1.032	0.731; 1.033; 1.002	3	3	0.934	1.002	0.961	0.922	0.062	0.166	6.45	18.00	0.725075337683105	0.725075337683105
6647	XP_781152.1	---	XP_781152.1 PITH domain-containing protein 1 [Strongylocentrotus purpuratus]	---	N	4173	a	16	1; 0.982; 1.002	1.04; 0.846; 1.106	3	3	1.000	1.040	0.995	0.997	0.011	0.135	1.11	13.54	0.974459219613516	0.974459219613516
6648	XP_781174.1	---	XP_781174.1 tryparedoxin [Strongylocentrotus purpuratus]	---	N	4175	a	4	0.573; 0.703; 0.889	2.227; 1.007; 1.18	3	3	0.703	1.180	0.722	1.471	0.159	0.660	22.02	44.87	0.128384992423204	0.128384992423204
6649	XP_781177.3	---	XP_781177.3 G patch domain-containing protein 11 [Strongylocentrotus purpuratus]	---	N	4176	a	2	1.324; 1; 0.576	0.999; ---; 1.234	3	2	1.000	1.117	0.967	1.117	0.375	0.166	38.78	14.86	---	---
6650	XP_781199.4	---	XP_781199.4 N-acetylgalactosaminyltransferase 7 [Strongylocentrotus purpuratus]	---	N	4177	a	8	0.644; 0.7; 1.157	1.051; 1.062; 1.047	3	3	0.700	1.051	0.834	1.053	0.281	0.008	33.69	0.76	0.247909651114004	0.247909651114004
6651	XP_781203.4	---	XP_781203.4 U1 small nuclear ribonucleoprotein 70 kDa [Strongylocentrotus purpuratus]	---	N	4178	a	14	1; 0.77; 1.232	1.082; 0.783; 1.142	3	3	1.000	1.082	1.001	1.002	0.231	0.192	23.08	19.16	0.992796919881278	0.992796919881278
6652	XP_781218.4	---	XP_781218.4 O-phosphoseryl-tRNA(Sec) selenium transferase [Strongylocentrotus purpuratus]	---	N	4179	a	8	1.29; 1.195; 0.844	1.251; 0.775; 1.092	3	3	1.195	1.092	1.110	1.039	0.235	0.242	21.17	23.29	0.73640119691903	0.73640119691903
6653	XP_781227.1	---	XP_781227.1 heme-binding protein 2 [Strongylocentrotus purpuratus]	---	N	4180	a	8	0.979; 0.678; 0.798	1.293; 1.146; 1.266	3	3	0.798	1.266	0.818	1.235	0.152	0.078	18.58	6.32	0.0133505830823545	0.0133505830823545
6654	XP_781229.4	---	XP_781229.4 survival motor neuron protein 1 [Strongylocentrotus purpuratus]	---	N	4181	a	5	1.145; 0.816; 1.022	1.105; 0.913; 0.592	3	3	1.022	0.913	0.994	0.870	0.166	0.259	16.70	29.77	0.522848315940785	0.522848315940785
6655	XP_781288.1	---	XP_781288.1 V-type proton ATPase subunit F [Strongylocentrotus purpuratus]	---	N	4182	a	6	0.863; 0.93; 1.199	1.134; 1.226; 0.863	3	3	0.930	1.134	0.997	1.074	0.178	0.189	17.85	17.60	0.634128231148606	0.634128231148606
6656	XP_781294.3	---	XP_781294.3 lisH domain-containing protein FOPNL [Strongylocentrotus purpuratus]	---	N	4183	a	7	0.892; 0.98; 0.918	0.98; 1.328; 1.356	3	3	0.918	1.328	0.930	1.221	0.045	0.209	4.84	17.12	0.0781097070777871	0.0781097070777871
6657	XP_781306.4	---	XP_781306.4 transforming growth factor-beta-induced protein ig-h3 [Strongylocentrotus purpuratus]	---	N	6273	e	25	0.622; 0.656; 1.354	0.614; 0.909; 1.593	3	3	0.656	0.909	0.877	1.039	0.413	0.502	47.09	48.32	0.689555096971311	0.689555096971311
6658	XP_781342.2	---	XP_781342.2 translin isoform X1 [Strongylocentrotus purpuratus]	---	N	6731	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6659	XP_781347.3	---	XP_781347.3 chromodomain Y-like protein [Strongylocentrotus purpuratus]	---	N	4184	a	4	1.224; 1.06; 1.354	0.358; 0.756; 0.953	3	3	1.224	0.756	1.213	0.689	0.147	0.303	12.12	43.98	0.0545823912672026	0.0545823912672026
6660	XP_781415.1	---	XP_781415.1 cyclin-dependent kinase 1 [Strongylocentrotus purpuratus]	---	N	5523	c	15	1.098; 0.987; 0.996	1.083; 0.832; 1.155	3	3	0.996	1.083	1.027	1.023	0.062	0.170	6.04	16.62	0.973607318977367	0.973607318977367
6661	XP_781426.4	---	XP_781426.4 monocarboxylate transporter 9 [Strongylocentrotus purpuratus]	---	N	4185	a	3	---; 2.314; 0.869	1.03; 1.018; 0.53	2	3	1.591	1.018	1.591	0.859	1.022	0.285	64.24	33.18	---	---
6662	XP_781458.3	---	XP_781458.3 nucleolar protein 58 [Strongylocentrotus purpuratus]	---	N	4186	a	28	1.063; 1.027; 0.996	1.087; 0.812; 0.973	3	3	1.027	0.973	1.029	0.957	0.034	0.138	3.30	14.42	0.433881040504117	0.433881040504117
6663	XP_781490.3	---	XP_781490.3 protein kinase C and casein kinase substrate in neurons protein 1 isoform X3 [Strongylocentrotus purpuratus]	---	N	6732	a	1	1.21; 1.009; 0.991	1.139; 0.963; 0.913	3	3	1.009	0.963	1.070	1.005	0.122	0.119	11.40	11.84	0.543837673885032	0.543837673885032
6664	XP_781492.3	---	XP_781492.3 sulfotransferase 1A1 [Strongylocentrotus purpuratus]	---	N	8412	a	1	0.836; 0.895; 1.441	---; 1; 1.124	3	2	0.895	1.062	1.057	1.062	0.334	0.088	31.60	8.29	---	---
6665	XP_781503.1	---	XP_781503.1 ubiquitin-like domain-containing CTD phosphatase 1 isoform X1 [Strongylocentrotus purpuratus]	---	N	6733	a	4	1.115; 0.822; 1.117	2.467; 0.946; 0.917	3	3	1.115	0.946	1.018	1.443	0.170	0.887	16.70	61.47	0.460269439387137	0.460269439387137
6666	XP_781522.4	---	"XP_781522.4 dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4187	a	19	0.831; 1.025; 0.823	1.149; 1.634; 0.981	3	3	0.831	1.149	0.893	1.255	0.114	0.339	12.77	27.01	0.154925942828219	0.154925942828219
6667	XP_781527.3	---	XP_781527.3 PRA1 family protein 2 [Strongylocentrotus purpuratus]	---	N	7464	a	2	1.123; 1.101; 0.751	1.208; 1.49; 0.645	3	3	1.101	1.208	0.992	1.114	0.209	0.430	21.07	38.60	0.679785896923753	0.679785896923753
6668	XP_781550.3	---	XP_781550.3 lengsin-like [Strongylocentrotus purpuratus]	---	N	6734	a	1	0.863; 1; ---	1.517; ---; ---	2	1	0.931	1.517	0.931	1.517	0.097	0	10.42	0.00	---	---
6669	XP_781552.3	---	XP_781552.3 tetraspanin-1 [Strongylocentrotus purpuratus]	---	N	7032	a	1	1.141; 1.027; 0.452	1.636; 0.973; 0.618	3	3	1.027	0.973	0.873	1.076	0.369	0.517	42.27	48.05	0.610469307676401	0.610469307676401
6670	XP_781558.2	---	XP_781558.2 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Strongylocentrotus purpuratus]	---	N	4188	a	3	1.044; 0.739; 1.817	0.58; 1.065; 1.469	3	3	1.044	1.065	1.200	1.038	0.556	0.445	46.33	42.87	0.713609656119229	0.713609656119229
6671	XP_781574.3	---	XP_781574.3 importin subunit beta-1 [Strongylocentrotus purpuratus]	---	N	4189	a	56	1.055; 1.008; 1.101	1.055; 0.862; 0.958	3	3	1.055	0.958	1.055	0.958	0.047	0.097	4.45	10.13	0.194314729443318	0.194314729443318
6672	XP_781606.2	---	XP_781606.2 potassium channel subfamily K member 2 [Strongylocentrotus purpuratus]	---	N	8739	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6673	XP_781613.2	---	XP_781613.2 pre-mRNA-splicing factor SPF27 [Strongylocentrotus purpuratus]	---	N	4190	a	13	0.989; 1.131; 0.918	1.082; 0.842; 1.046	3	3	0.989	1.046	1.013	0.990	0.108	0.129	10.66	13.03	0.82756373403603	0.82756373403603
6674	XP_781647.1	---	XP_781647.1 regulator of microtubule dynamics protein 1 [Strongylocentrotus purpuratus]	---	N	4191	a	11	0.709; 1.009; 0.96	1.073; 1.325; 0.901	3	3	0.960	1.073	0.893	1.100	0.161	0.213	18.03	19.36	0.250711454623973	0.250711454623973
6675	XP_781658.1	---	XP_781658.1 uncharacterized protein LOC576237 [Strongylocentrotus purpuratus]	---	N	7275	a	2	0.526; 0.864; 0.96	1.061; 1.001; 1.095	3	3	0.864	1.061	0.783	1.052	0.228	0.048	29.12	4.56	0.116028365221531	0.116028365221531
6676	XP_781718.4	---	XP_781718.4 ubiquitin carboxyl-terminal hydrolase 3 [Strongylocentrotus purpuratus]	---	N	4193	a	6	0.761; 1.241; 0.977	0.927; 1; 0.781	3	3	0.977	0.927	0.993	0.903	0.240	0.112	24.17	12.40	0.586654612430415	0.586654612430415
6677	XP_781737.1	---	XP_781737.1 DNA replication complex GINS protein PSF3 [Strongylocentrotus purpuratus]	---	N	4194	a	12	1.213; 0.957; 1.062	1.084; 0.87; 1.022	3	3	1.062	1.022	1.077	0.992	0.129	0.110	11.98	11.09	0.43209103315097	0.43209103315097
6678	XP_781738.3	---	XP_781738.3 regucalcin [Strongylocentrotus purpuratus]	---	N	4195	a	11	1.027; 0.716; 1.139	0.913; 0.664; 1.336	3	3	1.027	0.913	0.961	0.971	0.219	0.340	22.79	35.02	0.966811254911613	0.966811254911613
6679	XP_781742.3	---	XP_781742.3 ribonuclease P protein subunit p38 [Strongylocentrotus purpuratus]	---	N	6735	a	3	1.307; 2.095; 0.874	1.558; 1.336; 0.608	3	3	1.307	1.336	1.425	1.167	0.619	0.497	43.44	42.59	0.603541681067771	0.603541681067771
6680	XP_781778.4	---	XP_781778.4 nascent polypeptide-associated complex subunit alpha [Strongylocentrotus purpuratus]	---	N	4196	a	17	1.129; 1.001; 0.991	1.299; 0.95; 0.998	3	3	1.001	0.998	1.040	1.082	0.077	0.189	7.40	17.47	0.739673611064409	0.739673611064409
6681	XP_781802.3	---	XP_781802.3 RNA pseudouridylate synthase domain-containing protein 2 [Strongylocentrotus purpuratus]	---	N	4197	a	5	0.881; 0.489; 1	1.206; 1.407; 1.03	3	3	0.881	1.206	0.790	1.214	0.267	0.189	33.80	15.57	0.0880277143933462	0.0880277143933462
6682	XP_781811.1	---	XP_781811.1 B9 domain-containing protein 2 [Strongylocentrotus purpuratus]	---	N	4198	a	4	0.749; 1.088; 1.489	0.544; 1.053; 0.974	3	3	1.088	0.974	1.109	0.857	0.370	0.274	33.36	31.97	0.397651763475226	0.397651763475226
6683	XP_781831.2	---	XP_781831.2 uncharacterized protein LOC576430 [Strongylocentrotus purpuratus]	---	N	4199	a	5	1.124; 0.885; 1.021	1.928; 0.657; 0.758	3	3	1.021	0.758	1.010	1.114	0.120	0.706	11.88	63.38	0.81332166375204	0.81332166375204
6684	XP_781832.1	---	XP_781832.1 double-stranded RNA-specific editase 1 [Strongylocentrotus purpuratus]	---	N	4200	a	15	0.988; 1.173; 1.008	0.971; 0.943; 0.965	3	3	1.008	0.965	1.056	0.960	0.102	0.015	9.66	1.56	0.178021618153485	0.178021618153485
6685	XP_781846.2	---	XP_781846.2 UPF0489 protein C5orf22 homolog [Strongylocentrotus purpuratus]	---	N	4201	a	5	0.91; 1.917; 0.956	0.688; 0.913; 1	3	3	0.956	0.913	1.261	0.867	0.569	0.161	45.12	18.57	0.312453493736611	0.312453493736611
6686	XP_781855.2	---	XP_781855.2 calcineurin B homologous protein 1 [Strongylocentrotus purpuratus]	---	N	4202	a	6	1.054; 0.944; 0.931	1.188; 1.169; 0.791	3	3	0.944	1.169	0.976	1.049	0.068	0.224	6.97	21.35	0.617495710596051	0.617495710596051
6687	XP_781869.1	---	"XP_781869.1 28S ribosomal protein S7, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4203	a	5	0.875; 1.012; 1.389	0.931; 1.495; 1.188	3	3	1.012	1.188	1.092	1.205	0.266	0.282	24.36	23.40	0.64147073427286	0.64147073427286
6688	XP_781884.3	---	XP_781884.3 programmed cell death protein 2-like [Strongylocentrotus purpuratus]	---	N	4204	a	3	1.103; 1; 0.764	1.407; 1.476; 0.361	3	3	1.000	1.407	0.956	1.081	0.174	0.625	18.20	57.82	0.754010697663171	0.754010697663171
6689	XP_781890.2	---	XP_781890.2 cytosolic 5'-nucleotidase 3 [Strongylocentrotus purpuratus]	---	N	4205	a	4	1.473; 0.926; 1.098	1.262; 0.888; 0.898	3	3	1.098	0.898	1.166	1.016	0.280	0.213	24.01	20.96	0.501898937973154	0.501898937973154
6690	XP_781892.4	---	XP_781892.4 zinc finger MYND domain-containing protein 10 [Strongylocentrotus purpuratus]	---	N	4206	a	9	1.014; 1; 0.989	1.404; 0.835; 0.92	3	3	1.000	0.920	1.001	1.053	0.013	0.307	1.30	29.15	0.783952976011554	0.783952976011554
6691	XP_781901.2	---	XP_781901.2 myogenesis-regulating glycosidase [Strongylocentrotus purpuratus]	---	N	4207	a	5	0.925; 0.754; 0.853	1.438; 1.083; 1.023	3	3	0.853	1.083	0.844	1.181	0.086	0.224	10.19	18.97	0.0717622408070502	0.0717622408070502
6692	XP_781909.1	---	XP_781909.1 heterogeneous nuclear ribonucleoprotein K [Strongylocentrotus purpuratus]	---	N	4208	a	33	0.911; 1.058; 1.212	0.859; 0.842; 1.139	3	3	1.058	0.859	1.060	0.947	0.151	0.167	14.25	17.63	0.430318855019874	0.430318855019874
6693	XP_781917.4	---	XP_781917.4 hyalin [Strongylocentrotus purpuratus]	---	N	4209	a	11	0.986; 0.747; 0.916	1.269; 1.102; 1.027	3	3	0.916	1.102	0.883	1.133	0.123	0.124	13.93	10.94	0.0683266807689231	0.0683266807689231
6694	XP_781932.1	---	XP_781932.1 histamine N-methyltransferase [Strongylocentrotus purpuratus]	---	N	4210	a	5	1.067; 0.741; 0.978	1.289; 5.01; 0.74	3	3	0.978	1.289	0.929	2.346	0.169	2.323	18.19	99.02	0.351248975037378	0.351248975037378
6695	XP_781954.2	---	XP_781954.2 putative ammonium transporter 1 [Strongylocentrotus purpuratus]	---	N	4211	a	2	1.172; 1.821; 0.828	0.405; 1.454; 0.678	3	3	1.172	0.678	1.274	0.846	0.504	0.544	39.56	64.30	0.374250931069847	0.374250931069846
6696	XP_781990.2	---	XP_781990.2 uncharacterized protein LOC576609 [Strongylocentrotus purpuratus]	---	N	4212	a	5	0.76; 0.903; 0.935	1.159; 1.237; 0.785	3	3	0.903	1.159	0.866	1.060	0.093	0.242	10.74	22.83	0.263515113792667	0.263515113792667
6697	XP_781995.2	---	XP_781995.2 peptidyl-prolyl cis-trans isomerase FKBP14 isoform X2 [Strongylocentrotus purpuratus]	---	N	4213	a	8	0.901; 0.948; 0.983	0.884; 1.283; 0.988	3	3	0.948	0.988	0.944	1.052	0.041	0.207	4.34	19.68	0.426779475124185	0.426779475124185
6698	XP_782003.3	---	XP_782003.3 probable protein phosphatase 2C T23F11.1 [Strongylocentrotus purpuratus]	---	N	4214	a	19	1.07; 1.061; 1.015	0.92; 0.836; 1.011	3	3	1.061	0.920	1.049	0.922	0.030	0.088	2.86	9.54	0.0768945979685829	0.0768945979685829
6699	XP_782004.4	---	"XP_782004.4 putative D-cysteine desulfhydrase 1, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4215	a	3	1.072; 1.524; 1.045	0.634; 0.929; 0.709	3	3	1.072	0.709	1.214	0.757	0.269	0.153	22.16	20.21	0.0631689175429808	0.0631689175429808
6700	XP_782025.3	---	XP_782025.3 coiled-coil domain-containing protein 130 [Strongylocentrotus purpuratus]	---	N	8428	a	1	---; 0.962; 1.038	---; 0.732; 1.59	2	2	1.000	1.161	1.000	1.161	0.054	0.607	5.40	52.28	---	---
6701	XP_782030.3	---	XP_782030.3 40S ribosomal protein S26 isoform X2 [Strongylocentrotus purpuratus]	---	N	4216	a	3	0.905; 1.245; 0.933	1.079; 1.054; 1.046	3	3	0.933	1.054	1.028	1.060	0.189	0.017	18.39	1.60	0.784482548417838	0.784482548417838
6702	XP_782034.1	---	XP_782034.1 40S ribosomal protein S20 [Strongylocentrotus purpuratus]	---	N	4217	a	9	1.019; 1.103; 0.932	0.981; 1.185; 0.841	3	3	1.019	0.981	1.018	1.002	0.086	0.173	8.45	17.27	0.894965625326912	0.894965625326912
6703	XP_782050.2	---	XP_782050.2 dynein regulatory complex subunit 4 [Strongylocentrotus purpuratus]	---	N	4218	a	35	0.944; 1.113; 0.896	0.914; 1.062; 0.992	3	3	0.944	0.992	0.984	0.989	0.114	0.074	11.59	7.48	0.952252762051955	0.952252762051955
6704	XP_782051.2	---	XP_782051.2 BTB/POZ domain-containing protein KCTD5 [Strongylocentrotus purpuratus]	---	N	8612	a	1	0.728; 1.203; 1.83	---; ---; 0.797	3	1	1.203	0.797	1.254	0.797	0.553	0	44.10	0.00	---	---
6705	XP_782052.1	---	"XP_782052.1 succinate dehydrogenase assembly factor 4, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4219	a	3	1; 0.72; 0.79	1.319; 1.459; 1.099	3	3	0.790	1.319	0.837	1.292	0.146	0.181	17.44	14.01	0.0275018262725687	0.0275018262725687
6706	XP_782054.2	---	XP_782054.2 aldo-keto reductase family 1 member A1 [Strongylocentrotus purpuratus]	---	N	6736	a	20	1.005; 0.982; 1.024	0.832; 0.975; 0.999	3	3	1.005	0.975	1.004	0.935	0.021	0.090	2.09	9.63	0.270798894470347	0.270798894470347
6707	XP_782060.3	---	XP_782060.3 formin-like protein 6 isoform X2 [Strongylocentrotus purpuratus]	---	N	6737	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6708	XP_782147.2	---	XP_782147.2 mannose-1-phosphate guanyltransferase alpha-A isoform X2 [Strongylocentrotus purpuratus]	---	N	6738	a	2	1.075; 1.145; 1.213	1.03; 0.613; 0.983	3	3	1.145	0.983	1.144	0.875	0.069	0.228	6.03	26.06	0.122566844780571	0.122566844780571
6709	XP_782158.4	---	XP_782158.4 nucleolar and spindle-associated protein 1-A isoform X1 [Strongylocentrotus purpuratus]	---	N	6739	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6710	XP_782159.4	---	XP_782159.4 cilia- and flagella-associated protein 410 isoform X1 [Strongylocentrotus purpuratus]	---	N	6740	a	2	1; 1.445; 1.409	---; 0.587; 3.579	3	2	1.409	2.083	1.285	2.083	0.247	2.116	19.22	101.58	---	---
6711	XP_782165.2	---	XP_782165.2 60S ribosomal protein L22 [Strongylocentrotus purpuratus]	---	N	4221	a	12	0.719; 0.529; 0.9	1.285; 1.151; 1.03	3	3	0.719	1.151	0.716	1.155	0.186	0.128	25.98	11.08	0.027787782660453	0.027787782660453
6712	XP_782176.2	---	XP_782176.2 transcription initiation factor TFIID subunit 4 [Strongylocentrotus purpuratus]	---	N	4222	a	15	0.866; 1; 1.301	0.727; 0.873; 1	3	3	1.000	0.873	1.056	0.867	0.223	0.137	21.12	15.80	0.278564063928517	0.278564063928517
6713	XP_782179.2	---	XP_782179.2 coiled-coil domain-containing protein 58 [Strongylocentrotus purpuratus]	---	N	4223	a	6	0.774; 1.213; 1.472	0.658; 0.947; 1.177	3	3	1.213	0.947	1.153	0.927	0.353	0.260	30.62	28.05	0.422936596072795	0.422936596072795
6714	XP_782198.3	---	XP_782198.3 uncharacterized protein LOC576837 [Strongylocentrotus purpuratus]	---	N	6741	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6715	XP_782245.3	---	XP_782245.3 allene oxide synthase-lipoxygenase protein [Strongylocentrotus purpuratus]	---	N	6054	d	4	0.677; 1; 1.093	1.519; 1.951; 0.618	3	3	1.000	1.519	0.923	1.363	0.218	0.680	23.62	49.89	0.346770788146946	0.346770788146946
6716	XP_782252.2	---	"XP_782252.2 tricarboxylate transport protein, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4224	a	17	1.137; 0.811; 0.826	1.28; 1.139; 0.939	3	3	0.826	1.139	0.925	1.119	0.184	0.171	19.89	15.28	0.251042273706537	0.251042273706537
6717	XP_782274.2	---	"XP_782274.2 39S ribosomal protein L46, mitochondrial [Strongylocentrotus purpuratus]"	---	N	6742	a	2	1.276; 0.622; 1.315	1.242; 1.471; 0.983	3	3	1.276	1.242	1.071	1.232	0.389	0.244	36.32	19.81	0.576737407583389	0.576737407583389
6718	XP_782306.4	---	XP_782306.4 ubiquitin carboxyl-terminal hydrolase 1 [Strongylocentrotus purpuratus]	---	N	4226	a	5	1.033; 2.362; 1.057	0.623; 0.785; 0.749	3	3	1.057	0.749	1.484	0.719	0.760	0.085	51.21	11.82	0.158389529852909	0.158389529852909
6719	XP_782308.3	---	XP_782308.3 centromere protein I [Strongylocentrotus purpuratus]	---	N	4227	a	9	0.855; 1.122; 1.557	0.611; 0.708; 1.024	3	3	1.122	0.708	1.178	0.781	0.354	0.216	30.05	27.66	0.17284300061181	0.17284300061181
6720	XP_782309.3	---	XP_782309.3 cytochrome P450 2J5 [Strongylocentrotus purpuratus]	---	N	4228	a	11	1.234; 0.638; 0.889	1.274; 0.851; 1.034	3	3	0.889	1.034	0.920	1.053	0.299	0.212	32.50	20.13	0.56499067047406	0.56499067047406
6721	XP_782318.1	---	XP_782318.1 tektin-1 [Strongylocentrotus purpuratus]	---	N	6743	a	30	0.93; 0.93; 1.175	0.952; 1.045; 1.01	3	3	0.930	1.010	1.012	1.002	0.141	0.047	13.93	4.69	0.918852272593526	0.918852272593526
6722	XP_782335.4	---	XP_782335.4 son of sevenless homolog 2 [Strongylocentrotus purpuratus]	---	N	4229	a	8	0.892; 1.048; 1	1.069; 0.952; 1.121	3	3	1.000	1.069	0.980	1.047	0.080	0.087	8.16	8.31	0.378197735326459	0.378197735326459
6723	XP_782351.3	---	XP_782351.3 cytochrome P450 2U1 [Strongylocentrotus purpuratus]	---	N	4230	a	10	1.125; 0.894; 0.908	1.569; 1.004; 0.963	3	3	0.908	1.004	0.976	1.179	0.130	0.339	13.32	28.75	0.387092797528374	0.387092797528374
6724	XP_782386.3	---	XP_782386.3 SPRY domain-containing protein 7 [Strongylocentrotus purpuratus]	---	N	4231	a	5	0.952; 1.109; 0.864	1.04; 1.54; 0.96	3	3	0.952	1.040	0.975	1.180	0.124	0.314	12.72	26.61	0.352685011681387	0.352685011681387
6725	XP_782391.1	---	XP_782391.1 H/ACA ribonucleoprotein complex subunit 2-like protein [Strongylocentrotus purpuratus]	---	N	4232	a	7	1.074; 1.027; 0.994	0.997; 1; 0.85	3	3	1.027	0.997	1.032	0.949	0.040	0.086	3.88	9.06	0.205106455204077	0.205106455204077
6726	XP_782404.3	---	XP_782404.3 WSC domain-containing protein 1 [Strongylocentrotus purpuratus]	---	N	4233	a	10	1.74; 1.037; 0.787	0.961; 0.969; 0.866	3	3	1.037	0.961	1.188	0.932	0.494	0.057	41.58	6.12	0.423092980021448	0.423092980021448
6727	XP_782410.2	---	XP_782410.2 apolipoprotein D [Strongylocentrotus purpuratus]	---	N	4234	a	9	0.562; 1.157; 0.811	1.066; 1.58; 0.729	3	3	0.811	1.066	0.843	1.125	0.299	0.429	35.47	38.13	0.403271124302503	0.403271124302503
6728	XP_782411.1	---	"XP_782411.1 fructose-1,6-bisphosphatase 1 [Strongylocentrotus purpuratus]"	---	N	4235	a	9	1.188; 0.973; 1.034	1.682; 0.747; 1	3	3	1.034	1.000	1.065	1.143	0.111	0.484	10.42	42.34	0.798874008311113	0.798874008311113
6729	XP_782443.3	---	XP_782443.3 glutamate receptor 3 [Strongylocentrotus purpuratus]	---	N	4236	a	17	0.854; 0.639; 0.856	1.393; 1.178; 1.138	3	3	0.854	1.178	0.783	1.236	0.125	0.137	15.96	11.08	0.0133073451803804	0.0133073451803804
6730	XP_782468.2	---	XP_782468.2 dephospho-CoA kinase domain-containing protein [Strongylocentrotus purpuratus]	---	N	6744	a	4	1.02; 0.837; 0.942	1.068; 1.354; 1.159	3	3	0.942	1.159	0.933	1.194	0.092	0.146	9.86	12.23	0.0590386071335489	0.0590386071335489
6731	XP_782473.3	---	"XP_782473.3 uncharacterized protein At5g50100, chloroplastic [Strongylocentrotus purpuratus]"	---	N	7635	a	2	0.286; 0.68; 1.09	1.668; 1.127; 0.91	3	3	0.680	1.127	0.685	1.235	0.402	0.390	58.69	31.58	0.164553763890903	0.164553763890903
6732	XP_782492.2	---	XP_782492.2 tubulin polymerization-promoting protein family member 2 [Strongylocentrotus purpuratus]	---	N	4238	a	17	1.671; 0.832; 1.021	1.166; 0.904; 0.981	3	3	1.021	0.981	1.175	1.017	0.440	0.135	37.45	13.27	0.584868967370554	0.584868967370554
6733	XP_782504.1	---	XP_782504.1 mitochondrial import receptor subunit TOM20 homolog [Strongylocentrotus purpuratus]	---	N	4239	a	9	1.014; 0.855; 1.046	0.885; 1.04; 1.115	3	3	1.014	1.040	0.972	1.013	0.102	0.117	10.49	11.55	0.666971373847272	0.666971373847272
6734	XP_782507.3	---	XP_782507.3 amphiphysin [Strongylocentrotus purpuratus]	---	N	4240	a	8	0.905; 0.928; 1.391	1.229; 1.025; 0.935	3	3	0.928	1.025	1.075	1.063	0.274	0.151	25.49	14.21	0.951598697895613	0.951598697895613
6735	XP_782513.2	---	XP_782513.2 cytochrome P450 2U1 [Strongylocentrotus purpuratus]	---	N	7156	a	1	0.581; ---; ---	1.419; ---; ---	1	1	0.581	1.419	0.581	1.419	0	0	0.00	0.00	---	---
6736	XP_782530.3	---	XP_782530.3 NACHT domain- and WD repeat-containing protein 1 [Strongylocentrotus purpuratus]	---	N	4241	a	48	0.991; 0.988; 0.977	1.058; 1.021; 1	3	3	0.988	1.021	0.985	1.026	0.007	0.029	0.71	2.83	0.0789008333987389	0.0789008333987389
6737	XP_782537.1	---	XP_782537.1 ras-related protein Rab-2A [Strongylocentrotus purpuratus]	---	N	4242	a	29	1.078; 0.731; 0.915	1.201; 1.1; 1	3	3	0.915	1.100	0.908	1.100	0.174	0.101	19.16	9.18	0.172111563140331	0.172111563140331
